Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2011-03-31,Marketable,Treasury Inflation-Protected Securities,640714.40845703,125.4,640839.80845703,4,2011,2,2011,1,03,31
2011-03-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,Government Account Series,136956.42394827,4596057.46339714,4733013.88734541,11,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,Hope Bonds,0,492.98721965,492.98721965,12,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,Other,1301.28830455,0,1301.28830455,13,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,State and Local Government Series,181922.0702498,0,181922.0702498,9,2011,2,2011,1,03,31
2011-03-31,Nonmarketable,United States Savings Securities,186863.78408724,0,186863.78408724,10,2011,2,2011,1,03,31
2011-03-31,Total Marketable,_,9110818.85485703,21921.19,9132740.04485703,6,2011,2,2011,1,03,31
2011-03-31,Total Nonmarketable,_,540824.39517986,4596550.45061679,5137373.84579665,14,2011,2,2011,1,03,31
2011-03-31,Total Public Debt Outstanding,_,9651643.25003689,4618470.64061679,14270114.8906537,15,2011,2,2011,1,03,31
2011-02-28,Total Public Debt Outstanding,_,9565541.4324782,4629222.72237974,14194764.1548579,15,2011,2,2011,1,02,28
2011-02-28,Marketable,Bills,1734503.7597,4011.4,1738515.1597,1,2011,2,2011,1,02,28
2011-02-28,Marketable,Bonds,918418.0085,3872.5,922290.5085,3,2011,2,2011,1,02,28
2011-02-28,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,02,28
2011-02-28,Marketable,Notes,5747049.7413,3776.9,5750826.6413,2,2011,2,2011,1,02,28
2011-02-28,Marketable,Treasury Inflation-Protected Securities,626245.13106958,98.3,626343.43106958,4,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,Government Account Series,134592.52061644,4606731.64516009,4741324.16577653,11,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,Hope Bonds,0,492.98721965,492.98721965,12,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,Other,1288.50352794,0,1288.50352794,13,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,State and Local Government Series,182359.67439281,0,182359.67439281,9,2011,2,2011,1,02,28
2011-02-28,Nonmarketable,United States Savings Securities,187303.26478143,0,187303.26478143,10,2011,2,2011,1,02,28
2011-02-28,Total Marketable,_,9026216.64056958,21998.09,9048214.73056958,6,2011,2,2011,1,02,28
2011-02-28,Total Nonmarketable,_,539324.79190862,4607224.63237974,5146550.42428836,14,2011,2,2011,1,02,28
2011-01-31,Total Nonmarketable,_,542561,4623784.81377,5166346.33540697,14,2011,2,2011,1,01,31
2011-01-31,Total Public Debt Outstanding,_,9485417,4645633.70377,14131051.3383282,15,2011,2,2011,1,01,31
2011-01-31,Marketable,Bills,1756620.0584,3924.1,1760544.1584,1,2011,2,2011,1,01,31
2011-01-31,Marketable,Bonds,901966.7037,3957.8,905924.5037,3,2011,2,2011,1,01,31
2011-01-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,2,2011,1,01,31
2011-01-31,Marketable,Notes,5668644.1712,3539.6,5672183.7712,2,2011,2,2011,1,01,31
2011-01-31,Marketable,Treasury Inflation-Protected Securities,615625.17962119,188.4,615813.57962119,4,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,Government Account Series,132536.56798856,4623291.82655035,4755829.39453891,11,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,Hope Bonds,0,492.98721965,492.98721965,12,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,Other,1292.97757369,0,1292.97757369,13,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,State and Local Government Series,187212.99018921,0,187212.99018921,9,2011,2,2011,1,01,31
2011-01-31,Nonmarketable,United States Savings Securities,187537.15729551,0,187537.15729551,10,2011,2,2011,1,01,31
2011-01-31,Total Marketable,_,8942856.11292119,21848.89,8964705.00292119,6,2011,2,2011,1,01,31
2010-12-31,Marketable,Treasury Inflation-Protected Securities,615850.80668498,254.732381,616105.53906598,4,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,Government Account Series,132852.34679219,4612396.81468204,4745249.16147423,11,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,Hope Bonds,0,492.80380213,492.80380213,12,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,Other,1297.01790752,0,1297.01790752,13,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,State and Local Government Series,192927.93612803,0,192927.93612803,9,2011,1,2010,4,12,31
2010-12-31,Nonmarketable,United States Savings Securities,188006.87634021,0,188006.87634021,10,2011,1,2010,4,12,31
2010-12-31,Total Marketable,_,8841411.08488498,21849.512181,8863260.59706599,6,2011,1,2010,4,12,31
2010-12-31,Total Nonmarketable,_,549065.00575795,4612889.61848417,5161954.62424212,14,2011,1,2010,4,12,31
2010-12-31,Total Public Debt Outstanding,_,9390476.09064293,4634739.13066517,14025215.2213081,15,2011,1,2010,4,12,31
2010-12-31,Marketable,Bills,1768931.1612,3596.72,1772527.8812,1,2011,1,2010,4,12,31
2010-12-31,Marketable,Bonds,888428.5901,4211.0468,892639.6369,3,2011,1,2010,4,12,31
2010-12-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,1,2010,4,12,31
2010-12-31,Marketable,Notes,5568200.5269,3548.023,5571748.5499,2,2011,1,2010,4,12,31
2010-11-30,Total Public Debt Outstanding,_,9275024.69144498,4585749.06817455,13860773.7596195,15,2011,1,2010,4,11,30
2010-11-30,Marketable,Bills,1771238.4195,4217.625,1775456.0445,1,2011,1,2010,4,11,30
2010-11-30,Marketable,Bonds,875646.1353,3804.6338,879450.7691,3,2011,1,2010,4,11,30
2010-11-30,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,1,2010,4,11,30
2010-11-30,Marketable,Notes,5464886.77,2901.192,5467787.962,2,2011,1,2010,4,11,30
2010-11-30,Marketable,Treasury Inflation-Protected Securities,615120.79351439,231.8159415,615352.60945589,4,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,Foreign Series,4185.64859,0,4185.64859,8,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,Government Account Series,130034.34591023,4563862.00763092,4693896.35354115,11,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,Hope Bonds,0,492.80380213,492.80380213,12,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,Other,1336.02638756,0,1336.02638756,13,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,State and Local Government Series,194180.83978302,0,194180.83978302,9,2011,1,2010,4,11,30
2010-11-30,Nonmarketable,United States Savings Securities,188400.53245978,0,188400.53245978,10,2011,1,2010,4,11,30
2010-11-30,Total Marketable,_,8726892.11831439,21394.2567415,8748286.37505589,6,2011,1,2010,4,11,30
2010-11-30,Total Nonmarketable,_,548132.57313059,4564354.81143305,5112487.38456364,14,2011,1,2010,4,11,30
2010-10-31,Nonmarketable,Government Account Series,129593.86292451,4576792.89607401,4706386.75899852,11,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,United States Savings Securities,188674.38954703,0,188674.38954703,10,2011,1,2010,4,10,31
2010-10-31,Total Nonmarketable,_,548820.78352218,4577285.69987614,5126106.48339832,14,2011,1,2010,4,10,31
2010-10-31,Total Public Debt Outstanding,_,9069879.04840365,4598946.45223784,13668824.5006415,15,2011,1,2010,4,10,31
2010-10-31,Marketable,Bills,1764088.3949,4371.839,1768460.2339,1,2011,1,2010,4,10,31
2010-10-31,Marketable,Bonds,859205.52475,3816.3828,863021.90755,3,2011,1,2010,4,10,31
2010-10-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2011,1,2010,4,10,31
2010-10-31,Marketable,Notes,5293329.6674,3014.933,5296344.6004,2,2011,1,2010,4,10,31
2010-10-31,Marketable,Treasury Inflation-Protected Securities,604434.67783147,218.6075617,604653.28539317,4,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,Foreign Series,4185.64859,0,4185.64859,8,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,Hope Bonds,0,492.80380213,492.80380213,12,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,Other,1362.81029982,0,1362.81029982,13,2011,1,2010,4,10,31
2010-10-31,Nonmarketable,State and Local Government Series,195008.89216082,0,195008.89216082,9,2011,1,2010,4,10,31
2010-10-31,Total Marketable,_,8521058.26488147,21660.7523617,8542719.01724317,6,2011,1,2010,4,10,31
2010-09-30,Total Nonmarketable,_,546880.34956755,4516418.30065759,5063297.65022513,15,2010,4,2010,3,09,30
2010-09-30,Total Public Debt Outstanding,_,9022807.65055672,4538814.93036359,13561622.5809203,16,2010,4,2010,3,09,30
2010-09-30,Marketable,Bills,1783674.9198,4777.984,1788452.9038,1,2010,4,2010,3,09,30
2010-09-30,Marketable,Bonds,846054.28245,3853.3048,849907.58725,3,2010,4,2010,3,09,30
2010-09-30,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2010,4,2010,3,09,30
2010-09-30,Marketable,Notes,5252584.6488,3300.96,5255885.6088,2,2010,4,2010,3,09,30
2010-09-30,Marketable,Treasury Inflation-Protected Securities,593614.44993917,225.390906,593839.84084517,4,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,Foreign Series,4185.64859,0,4185.64859,8,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,Government Account Series,129355.23754845,4515924.68682894,4645279.92437739,12,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,Hope Bonds,0,492.61382865,492.61382865,13,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,Other,1340.03391262,0,1340.03391262,14,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,R.E.A. Series,0,0,0,9,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,State and Local Government Series,193207.84458825,0,193207.84458825,10,2010,4,2010,3,09,30
2010-09-30,Nonmarketable,United States Savings Securities,188796.40492823,0,188796.40492823,11,2010,4,2010,3,09,30
2010-09-30,Total Marketable,_,8475928.30098917,22396.629706,8498324.93069517,6,2010,4,2010,3,09,30
2010-08-31,Total Nonmarketable,_,545372.16104601,4499816.88590985,5045189.04695586,15,2010,4,2010,3,08,31
2010-08-31,Total Public Debt Outstanding,_,8927061.42036057,4522591.29897457,13449652.7193351,16,2010,4,2010,3,08,31
2010-08-31,Marketable,Bills,1820104.0609,5414.175,1825518.2359,1,2010,4,2010,3,08,31
2010-08-31,Marketable,Bonds,832775.0243,3992.344,836767.3683,3,2010,4,2010,3,08,31
2010-08-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2010,4,2010,3,08,31
2010-08-31,Marketable,Notes,5145381.4393,2918.742,5148300.1813,2,2010,4,2010,3,08,31
2010-08-31,Marketable,Treasury Inflation-Protected Securities,583428.73481456,210.16206472,583638.89687928,4,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,Foreign Series,4185.64859,0,4185.64859,8,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,Government Account Series,128131.35707472,4499324.2720812,4627454.62915592,12,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,Hope Bonds,0,492.61382865,492.61382865,13,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,Other,1361.6226112,0,1361.6226112,14,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,State and Local Government Series,192657.54221751,0,192657.54221751,10,2010,4,2010,3,08,31
2010-08-31,Nonmarketable,United States Savings Securities,189039.75755258,0,189039.75755258,11,2010,4,2010,3,08,31
2010-08-31,Total Marketable,_,8381689.25931456,22774.41306472,8404463.67237928,6,2010,4,2010,3,08,31
2010-07-31,Marketable,Bills,1785129.2431,5374.078,1790503.3211,1,2010,4,2010,3,07,31
2010-07-31,Marketable,Bonds,815695.74595,4113.488,819809.23395,3,2010,4,2010,3,07,31
2010-07-31,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2010,4,2010,3,07,31
2010-07-31,Marketable,Notes,4978424.5783,2965.235,4981389.8133,2,2010,4,2010,3,07,31
2010-07-31,Marketable,Treasury Inflation-Protected Securities,576700.87474091,210.2330461,576911.10778701,4,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,Foreign Series,3385.64859,0,3385.64859,8,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,Government Account Series,126760.85086492,4511874.57627006,4638635.51713498,12,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,Hope Bonds,0,492.61382865,492.61382865,13,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,Other,1355.00290811,0,1355.00290811,14,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,State and Local Government Series,195589.30541297,0,195589.30541297,10,2010,4,2010,3,07,31
2010-07-31,Nonmarketable,United States Savings Securities,189420.19613938,0,189420.19613938,11,2010,4,2010,3,07,31
2010-07-31,Total Marketable,_,8155950.44209091,22902.0240461,8178852.46613701,6,2010,4,2010,3,07,31
2010-07-31,Total Nonmarketable,_,546507.23691538,4512367.19009871,5058874.51701409,15,2010,4,2010,3,07,31
2010-07-31,Total Public Debt Outstanding,_,8702457.67900629,4535269.21414481,13237726.9831511,16,2010,4,2010,3,07,31
2010-06-30,Marketable,Bills,1777031.5301,5494.031,1782525.5611,1,2010,3,2010,2,06,30
2010-06-30,Marketable,Bonds,802589.17665,4216.5562,806805.73285,3,2010,3,2010,2,06,30
2010-06-30,Marketable,Federal Financing Bank,0,10238.99,10238.99,5,2010,3,2010,2,06,30
2010-06-30,Marketable,Notes,4935130.9883,3245.029,4938376.0173,2,2010,3,2010,2,06,30
2010-06-30,Marketable,Treasury Inflation-Protected Securities,564314.00039646,147.91540511,564461.91580157,4,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,Foreign Series,4035.64859,0,4035.64859,8,2010,3,2010,2,06,30
2010-06-30,Total Marketable,_,8079065.69544646,23342.52160511,8102408.21705157,6,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,Government Account Series,125611.92823768,4544276.17432609,4669888.10256377,12,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,Hope Bonds,0,492.41494697,492.41494697,13,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,Other,1303.71505699,0,1303.71505699,14,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,State and Local Government Series,204002.4276045,0,204002.4276045,10,2010,3,2010,2,06,30
2010-06-30,Nonmarketable,United States Savings Securities,189664.74735465,0,189664.74735465,11,2010,3,2010,2,06,30
2010-06-30,Total Nonmarketable,_,554614.69984382,4544768.58927306,5099383.28911688,15,2010,3,2010,2,06,30
2010-06-30,Total Public Debt Outstanding,_,8633680.39529028,4568111.11087817,13201791.5061685,16,2010,3,2010,2,06,30
2010-05-31,Total Nonmarketable,_,559971.87192266,4474177.7413236,5034149.61324626,15,2010,3,2010,2,05,31
2010-05-31,Total Public Debt Outstanding,_,8494419.44518575,4498119.63645594,12992539.0916417,16,2010,3,2010,2,05,31
2010-05-31,Marketable,Bills,1850310.6565,5207.145,1855517.8015,1,2010,3,2010,2,05,31
2010-05-31,Marketable,Bonds,789716.74505,4014.6692,793731.41425,3,2010,3,2010,2,05,31
2010-05-31,Marketable,Federal Financing Bank,0,11921.24,11921.25,5,2010,3,2010,2,05,31
2010-05-31,Marketable,Notes,4731331.5841,2669.555,4734001.1391,2,2010,3,2010,2,05,31
2010-05-31,Marketable,Treasury Inflation-Protected Securities,563088.58761309,129.28593234,563217.87354543,4,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,Foreign Series,4435.64859,0,4435.64859,8,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,Government Account Series,125056.77392834,4473685.38829172,4598742.16222006,12,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,Hope Bonds,0,492.35303188,492.35303188,13,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,Other,1298.45246194,0,1298.45246194,14,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,State and Local Government Series,209329.90845956,0,209329.90845956,10,2010,3,2010,2,05,31
2010-05-31,Nonmarketable,United States Savings Securities,189854.85548282,0,189854.85548282,11,2010,3,2010,2,05,31
2010-05-31,Total Marketable,_,7934447.57326309,23941.89513234,7958389.47839543,6,2010,3,2010,2,05,31
2010-04-30,Total Public Debt Outstanding,_,8434434.63817132,4514304.22832862,12948738.8764999,16,2010,3,2010,2,04,30
2010-04-30,Marketable,Bills,1842292.498,5237.416,1847529.914,1,2010,3,2010,2,04,30
2010-04-30,Marketable,Bonds,772541.94935,3795.5162,776337.46555,3,2010,3,2010,2,04,30
2010-04-30,Marketable,Federal Financing Bank,0,11921.24,11921.25,5,2010,3,2010,2,04,30
2010-04-30,Marketable,Notes,4701669.9588,2612.592,4704282.5508,2,2010,3,2010,2,04,30
2010-04-30,Marketable,Treasury Inflation-Protected Securities,561058.41858837,148.67586928,561207.09445765,4,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,Foreign Series,4485.64859,0,4485.64859,8,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,Government Account Series,121626.02529967,4490096.43522746,4611722.46052712,12,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,Hope Bonds,0,492.35303188,492.35303188,13,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,Other,1255.89311065,0,1255.89311065,14,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,State and Local Government Series,209444.87855175,0,209444.87855175,10,2010,3,2010,2,04,30
2010-04-30,Nonmarketable,United States Savings Securities,190063.13488088,0,190063.13488088,11,2010,3,2010,2,04,30
2010-04-30,Total Marketable,_,7877562.82473837,23715.44006928,7901278.27480765,6,2010,3,2010,2,04,30
2010-04-30,Total Nonmarketable,_,556871.81343295,4490588.78825934,5047460.60169229,15,2010,3,2010,2,04,30
2010-03-31,Nonmarketable,United States Savings Securities,190292.70061225,0,190292.70061225,11,2010,2,2010,1,03,31
2010-03-31,Total Marketable,_,7733560.7111131,23480.53256123,7757041.25367433,6,2010,2,2010,1,03,31
2010-03-31,Total Nonmarketable,_,556508.1204339,4459573.73253171,5016081.85296561,15,2010,2,2010,1,03,31
2010-03-31,Total Public Debt Outstanding,_,8290068.831547,4483054.26509294,12773123.1066399,16,2010,2,2010,1,03,31
2010-03-31,Marketable,Bills,1838020.0011,5458.178,1843478.1791,1,2010,2,2010,1,03,31
2010-03-31,Marketable,Bonds,758780.89615,3605.072,762385.96815,3,2010,2,2010,1,03,31
2010-03-31,Marketable,Federal Financing Bank,0,11921.24,11921.25,5,2010,2,2010,1,03,31
2010-03-31,Marketable,Notes,4563765.8065,2291.001,4566056.8075,2,2010,2,2010,1,03,31
2010-03-31,Marketable,Treasury Inflation-Protected Securities,572994.0073631,205.04156123,573199.04892433,4,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,Foreign Series,4885.64859,0,4885.64859,8,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,Government Account Series,121558.36117472,4459081.37949983,4580639.74067455,12,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,Hope Bonds,0,492.35303188,492.35303188,13,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,Other,1281.39011002,0,1281.39011002,14,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,2,2010,1,03,31
2010-03-31,Nonmarketable,State and Local Government Series,208493.78694691,0,208493.78694691,10,2010,2,2010,1,03,31
2010-02-28,Marketable,Federal Financing Bank,0,11921.24,11921.25,5,2010,2,2010,1,02,28
2010-02-28,Marketable,Treasury Inflation-Protected Securities,571228.4143979,206.53722033,571434.95161823,4,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,Foreign Series,5385.64859,0,5385.64859,8,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,Government Account Series,122135.18998344,4479701.61248474,4601836.89246818,12,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,Hope Bonds,0,492.35303188,492.35303188,13,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,Other,1181.49181229,0,1181.49181229,14,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,State and Local Government Series,204133.05622258,0,204133.05622258,10,2010,2,2010,1,02,28
2010-02-28,Nonmarketable,United States Savings Securities,190660.84693769,0,190660.84693769,11,2010,2,2010,1,02,28
2010-02-28,Total Marketable,_,7383178.5400479,23202.55722033,7406381.10726823,6,2010,2,2010,1,02,28
2010-02-28,Total Nonmarketable,_,553492.466546,4480193.96551662,5033686.52206262,15,2010,2,2010,1,02,28
2010-02-28,Total Public Debt Outstanding,_,7936671.0065939,4503396.52273695,12440067.6293309,16,2010,2,2010,1,02,28
2010-02-28,Marketable,Bills,1731093.1109,5362.233,1736455.3439,1,2010,2,2010,1,02,28
2010-02-28,Marketable,Bonds,745399.69455,3832.596,749232.29055,3,2010,2,2010,1,02,28
2010-02-28,Marketable,Notes,4335457.3202,1879.951,4337337.2712,2,2010,2,2010,1,02,28
2010-01-31,Total Public Debt Outstanding,_,7759489.65975979,4519146.02315505,12278635.7829148,16,2010,2,2010,1,01,31
2010-01-31,Marketable,Bills,1683757.419,5695.261,1689452.68,1,2010,2,2010,1,01,31
2010-01-31,Marketable,Bonds,727748.65375,3687.089,731435.74275,3,2010,2,2010,1,01,31
2010-01-31,Marketable,Federal Financing Bank,0,11921.24,11921.25,5,2010,2,2010,1,01,31
2010-01-31,Marketable,Notes,4227723.1473,1746.908,4229470.0553,2,2010,2,2010,1,01,31
2010-01-31,Marketable,Treasury Inflation-Protected Securities,564070.03995949,201.30156205,564271.34152154,4,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,Foreign Series,5385.64859,0,5385.64859,8,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,Government Account Series,120791.58101654,4495401.87056112,4616192.54157766,12,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,Hope Bonds,0,492.35303188,492.35303188,13,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,Other,1457.76148599,0,1457.76148599,14,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,State and Local Government Series,207658.46954397,0,207658.46954397,10,2010,2,2010,1,01,31
2010-01-31,Nonmarketable,United States Savings Securities,190900.7061138,0,190900.7061138,11,2010,2,2010,1,01,31
2010-01-31,Total Marketable,_,7203299.26000949,23251.79956205,7226551.06957154,6,2010,2,2010,1,01,31
2010-01-31,Total Nonmarketable,_,556191.3997503,4495894.223593,5052084.7133433,15,2010,2,2010,1,01,31
2009-12-31,Total Marketable,_,7249847.89535026,22648.08816205,7272495.98351231,6,2010,1,2009,4,12,31
2009-12-31,Total Nonmarketable,_,561161.08291987,4477692.67068338,5038852.75360325,15,2010,1,2009,4,12,31
2009-12-31,Total Public Debt Outstanding,_,7811008.97827013,4500340.75884543,12311349.7371156,16,2010,1,2009,4,12,31
2009-12-31,Marketable,Bills,1787913.4843,5567.014,1793480.4983,1,2010,1,2009,4,12,31
2009-12-31,Marketable,Bonds,714672.12825,3259.052,717931.18025,3,2010,1,2009,4,12,31
2009-12-31,Marketable,Federal Financing Bank,0,11921,11921,5,2010,1,2009,4,12,31
2009-12-31,Marketable,Notes,4179411.7049,1696.285,4181107.9899,2,2010,1,2009,4,12,31
2009-12-31,Marketable,Treasury Inflation-Protected Securities,567850.57790026,204.73716205,568055.31506231,4,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,Foreign Series,4385.64859,0,4385.64859,8,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,Government Account Series,119932.30742653,4477200.40698725,4597131.71441378,12,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,Hope Bonds,0,492.26369613,492.26369613,13,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,Other,1411.36940913,0,1411.36940913,14,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,State and Local Government Series,214137.71561585,0,214137.71561585,10,2010,1,2009,4,12,31
2009-12-31,Nonmarketable,United States Savings Securities,191297.80887836,0,191297.80887836,11,2010,1,2009,4,12,31
2009-11-30,Total Marketable,_,7151894.30710854,22679.40116366,7174572.7082722,6,2010,1,2009,4,11,30
2009-11-30,Total Nonmarketable,_,560492.64600011,4377982.44272682,4938475.08872693,15,2010,1,2009,4,11,30
2009-11-30,Total Public Debt Outstanding,_,7712386.95310865,4400659.84389048,12113047.7969991,16,2010,1,2009,4,11,30
2009-11-30,Marketable,Bills,1844697.6187,5801.805,1850499.4237,1,2010,1,2009,4,11,30
2009-11-30,Marketable,Bonds,701634.04875,3227.823,704861.87175,3,2010,1,2009,4,11,30
2009-11-30,Marketable,Federal Financing Bank,0,11921,11921,5,2010,1,2009,4,11,30
2009-11-30,Marketable,Notes,4038278.0227,1497.874,4039775.8967,2,2010,1,2009,4,11,30
2009-11-30,Marketable,Treasury Inflation-Protected Securities,567284.61695854,229.89916366,567514.5161222,4,2010,1,2009,4,11,30
